,0
ANTE_MVIS,68048.2732311492
ANTE_GTBP,61108.41260321968
ANTE_ZEUS,54241.01476414436
ANTE_PCRX,52926.52456397534
ANTE_WIRE,51371.34203108604
ANTE_MTSI,51132.20144052676
ANTE_INVO,51087.337765107266
ANTE_HQI,50972.16230097744
ANTE_NVDA,50837.41079094528
ANTE_CERS,50811.45327750838
ANTE_NSYS,50768.332515511676
ANTE_WDC,50763.467420669855
ANTE_NEPH,50761.409126355895
ANTE_UTSI,50757.646813331005
ANTE_SLM,50745.10362606526
ANTE_RCON,50715.44489555944
ANTE_FBIZ,50658.23854465314
ANTE_VC,50653.93164560355
ANTE_BOSC,50608.43534748268
ANTE_TREE,50590.160088633944
ANTE_FCCO,50589.36490092697
ANTE_STRT,50588.873608792455
ANTE_EA,50568.7026054606
ANTE_HAFC,50567.203090722396
ANTE_FEIM,50556.22903454332
ANTE_UCBI,50552.007699326685
ANTE_ULH,50546.02958820881
ANTE_CDXC,50543.027829114915
ANTE_EFSC,50533.011128786784
ANTE_BRKL,50519.056118876186
ANTE_UBOH,50492.678361172555
ANTE_DLHC,50478.550017623835
ANTE_EML,50469.898503767894
ANTE_PEBO,50460.87521045581
ANTE_RELL,50459.29575961443
ANTE_PWOD,50458.878093280946
ANTE_TSBK,50453.53849982329
ANTE_PRFT,50447.42839588329
ANTE_TTWO,50429.294663148845
ANTE_FMNB,50428.30352574242
ANTE_AUB,50421.091640731174
ANTE_WNEB,50415.65094196059
ANTE_CONN,50409.64619304475
ANTE_GLBZ,50407.83264241385
ANTE_TRST,50404.153604665
ANTE_CFBK,50402.918982665666
ANTE_HBNC,50396.92741761705
ANTE_CVBF,50394.2482151549
ANTE_COHU,50387.89241642102
ANTE_PFC,50387.73240169051
ANTE_AXTI,50386.175024535885
ANTE_LARK,50386.14310048316
ANTE_LNT,50382.46323791388
ANTE_SSB,50378.23502102247
ANTE_BFIN,50367.15408343314
ANTE_IDN,50364.49106771177
ANTE_HBAN,50364.173686610295
ANTE_CIVB,50358.61902625844
ANTE_WTFC,50356.697793077285
ANTE_CLMT,50355.93272028679
ANTE_SHBI,50349.96621472198
ANTE_AVID,50346.009612910435
ANTE_OFLX,50339.28780172746
ANTE_POAI,50338.52459766325
ANTE_NWFL,50328.079728249955
ANTE_ONB,50323.05274998747
ANTE_ORRF,50322.300851648484
ANTE_HFWA,50321.23110585081
ANTE_THRM,50316.01480340519
ANTE_UAL,50314.65162489289
ANTE_EBTC,50301.44872951219
ANTE_HBCP,50300.7813993271
ANTE_CHCO,50300.55204128998
ANTE_SBUX,50290.68726911888
ANTE_NATH,50290.08843625012
ANTE_FELE,50289.92121944345
ANTE_LPLA,50285.21807873485
ANTE_ITIC,50284.13108113185
ANTE_SCVL,50277.60866428526
ANTE_RBCAA,50268.53456333909
ANTE_ARKR,50267.168475240316
ANTE_JAKK,50266.623636836994
ANTE_FGBI,50263.91906023129
ANTE_LOPE,50263.28746806774
ANTE_AOSL,50261.85829499266
ANTE_LYTS,50260.1606568453
ANTE_MTCH,50260.116992662515
ANTE_JVA,50257.23337231881
ANTE_CBSH,50253.22877740969
ANTE_TBBK,50249.50988563994
ANTE_TCX,50249.252656377605
ANTE_SMTC,50245.19510375545
ANTE_FNLC,50244.821758991966
ANTE_TRMK,50244.03480498011
ANTE_SBAC,50240.007462740876
ANTE_NVEC,50239.404458061734
ANTE_PGC,50236.55676204442
ANTE_DORM,50226.796488317545
ANTE_BOKF,50226.36532639333
ANTE_CTAS,50223.414778416205
ANTE_CPHC,50217.435370346124
ANTE_MDLZ,50212.91285399742
ANTE_CROX,50209.50667370113
ANTE_IESC,50205.21789508981
ANTE_IMKTA,50202.83734622921
ANTE_RRGB,50200.45601337687
ANTE_FITB,50200.440115827965
ANTE_INTC,50197.26094618822
ANTE_BOOM,50193.58033682156
ANTE_CAR,50188.870106109
ANTE_BECN,50187.019220303504
ANTE_NTRS,50185.42200192669
ANTE_HOLX,50183.948007154635
ANTE_HOLI,50182.64478613378
ANTE_SOHO,50181.90967686255
ANTE_OFIX,50181.18900532324
ANTE_GVP,50174.055819865345
ANTE_VICR,50173.01179991693
ANTE_CCOI,50170.572664968706
ANTE_INTU,50169.71012708722
ANTE_HAIN,50164.90592003786
ANTE_NSIT,50161.08482376566
ANTE_PSTV,50160.74798469096
ANTE_HBIO,50156.22246345107
ANTE_CWCO,50149.40836671933
ANTE_HSIC,50148.927557086114
