,0
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,5
14,1
15,4
16,1
17,3
18,6
19,4
20,1
21,8
22,1
23,3
24,9
25,7
26,2
27,5
28,2
29,2
30,7
31,3
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,2
49,2
