CIVB,CCOI,FCCO,IMKTA,AROW,FNLC,ONB,NSIT,ESLT,PFC,SBUX,CSWC,EXLS,ECPG,CHI,BRKL,HBNC,LMAT,GOOGL,INTU,EBTC,CGO,CBSH,TRMK,FELE,NFLX,ARWR,DHIL,EFSC,HSKA,AUB,CPSS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1915534356152282,0.995488902390336,1.006756745303823,0.9523143541374867,1.0113806494749644,0.7313247211372622,0.9343025198882109,0.5077220466403829,0.9676842306221553,0.7540028490940994,0.9692799695494357,0.7163430695322,1.017610106500832,0.7547528243081782,0.8890340737139256,0.9350167496363126,0.9447153450045507,1.0801887154495589,0.9984048620076179,1.0061815581461777,0.9218026139839302,0.8990613376192602,0.9937051376588937,0.8879255442414088,0.850256283566504,1.002767080534235,0.44827588285853687,0.7776697983106361,0.8742855036072865,0.7214206255963264,0.8025080779021683,0.8113208120087396
1.1327302967310744,1.08270669471694,1.1148651221741097,1.0469848819399075,1.0169612873115332,0.9956056933054874,0.8942725611895371,0.5907335992636455,1.1013542445704727,0.8850073691114246,1.1769069414975775,0.8334061434656442,1.0842767411784224,0.8612167324508523,0.9677747569411714,1.0116925259195024,0.9024392079692831,1.1933962712836412,1.028151089849609,1.1920531476868794,0.8959095175744014,0.975255903351943,1.0470306562603433,0.9173727665682597,0.8552800573532658,1.187603904058779,0.6436781640694753,0.7648318954630917,0.9347060616541408,0.8990011850285583,0.8927501200117116,0.9433962773411019
0.9202123048902742,1.2691732663211672,1.2805517765709888,1.1063424817399659,1.1367301520331037,1.107986516898467,1.091220411834684,1.1042471003374958,1.1232763827862042,1.531823868628281,1.5317796320815142,0.8483527348635739,1.1710692632679793,1.6615968423590928,1.0270959534570663,1.0653683286497018,1.2533409226725771,1.207547043560513,1.1696747269353402,1.0211925028232876,1.1310206865330907,1.059599338030644,0.9547307777704374,1.0850757821016581,0.9155710518248483,1.253735466362054,0.7356322109974874,0.7792260155626737,0.9433250291738837,1.5205327799811499,1.1015954837712234,1.3584906933527547
0.95830110082528,1.1744361495147952,1.2925028976609545,1.058856757667811,1.0774893609588663,1.0743337866170366,0.9656696314483646,1.4575290426517964,1.3795440634379743,2.1043978640171046,1.5243648027913694,0.7856261453803097,1.2452830007609001,2.42775663537914,1.2051363386798835,1.05677648944359,1.5687404178443967,1.287735496606432,1.2324756586670365,1.2017659901718465,1.245489910508062,1.2174248420966385,0.9048306473256137,0.9871577404624908,0.9236112696952901,1.090758301980476,0.5977011406054692,0.7716399638394342,0.7546596793074597,1.4428412511926527,0.9368678864534965,1.8490567395762716
0.7632890894335566,1.2255641442132303,1.1781076389654008,1.080118731604453,1.1707133621542,1.2362459482790278,0.7908987740291253,1.8648648972079895,1.4194773794102304,1.9333692385547179,1.4713985058159142,0.7938553998542864,1.4100629317100797,2.519011297232713,1.2030320544941284,1.0009305580949506,1.3545509915437441,1.490565900345264,1.2453548500975544,1.2445921124397803,1.2319175747951256,1.269824585327939,0.9251773215173578,0.9760431790053583,1.0067283518755723,1.1438848628503369,0.505747148486327,0.7815600157150131,0.8757380625605495,1.3688493968117503,0.9685710028252588,1.1132075577793963
0.7605082028207018,1.2466163096327203,1.1081038567791028,1.1972402886977382,1.2153737594723735,1.2551667056222529,0.9100977067504851,1.9922779993863713,1.5087542061582264,2.2800047501326737,1.8750002302722288,0.900507479628704,1.632704384106915,2.349809718412259,1.2910819652747114,1.260520649096409,1.3603850352597988,1.6273586233150488,1.3087465570010235,1.311258189696889,1.5127534573010688,1.4360658172259402,1.0655668779548249,1.0053449258668825,1.2584106128453878,1.2158273866346685,0.5574712656277901,1.1017313574644307,1.0395169658060066,1.6278207963798539,1.0041567979847053,1.4150944160116528
0.8628255210585771,1.4511278365371907,1.1588902452929184,1.1814778934232055,1.1798183704381855,1.1955186115413063,0.8624700172426473,2.2142858392154756,1.514883249441279,2.491089411392533,2.0116529817204505,0.831052208206207,1.5094339984781997,2.8326994239879904,1.2867711749345532,1.129599681522326,1.345381036772003,1.613207851038177,1.3637490988652343,1.2260488488219976,1.4044357888716212,1.4752620200534874,1.0676014785306358,0.9728258121600346,1.2284019593392472,1.207249621696867,0.5333333296794087,0.999611233828971,1.0838336317999002,1.7758045051416589,1.0920476749117705,1.7547170893498414
0.8002131202679226,1.699248259604963,1.0644621503949598,1.1341901146531208,1.2300875513241027,1.1929530218945938,0.9078631010080764,2.357142942621115,1.5720926400271946,2.23209916936736,2.187499273451416,0.8421341900840215,1.8691823915969175,2.5570340730050347,1.4089750061601913,1.0516963709708125,1.4397934900847862,1.9292458762120015,1.4647151423511502,1.2582783904867791,1.345567674248192,1.5903875418816245,1.0894828763456823,0.9738481508220426,1.1184657551594066,1.2775318048014943,0.7643678438113826,1.1276018970265753,0.8954474062766051,1.6278207963798539,0.8088038895881429,2.2641511555879243
0.8520709516943912,1.523308335572068,1.0798486537868928,1.1136525236741297,1.146249110717071,1.011790427883884,0.8405839261174008,2.0308881865615316,1.395851776600912,2.163835623728391,2.0105932848044406,0.814812751299859,1.711949683422105,2.846007531488475,1.361827319498122,1.0684157938266456,1.3892738580723512,2.0141510346805114,1.583670559989121,1.2834440467079484,1.1216568324611544,1.5140516756016345,1.1222487132374035,0.9687359856996831,1.063497566569025,1.4789706497356312,0.5977011406054692,1.0204240046824324,0.8257477413175587,1.6574176470502808,0.8003586009475738,2.1509434853469283
