,0
LOPE_TSBK,0.9933414909115325
LSTR_WNEB,0.9915577361686616
FCCO_HBAN,0.9914560240973035
MVIS_RIOT,0.9865801085132179
FCCO_FIVE,0.9837620044340063
GOOGL_NFLX,0.9836117938084524
FIVE_HBAN,0.9821298424633254
EBTC_FNLC,0.9786538440549535
CBSH_EBTC,0.9779752029413145
CTAS_EBTC,0.977133219267224
AUB_PFC,0.9767950431146682
CVBF_EBTC,0.9763941498700862
HBCP_PFC,0.9751333187293386
EFSC_NDSN,0.9748004454390361
CBSH_PFC,0.9735765655192984
CHCO_EBTC,0.9733820150233421
IMKTA_NFLX,0.9717906861207232
AUB_CBSH,0.971477719338044
CTAS_FNLC,0.9714438582470188
FELE_LSTR,0.9711210454906738
CHCO_LPLA,0.9702735551937178
EBTC_HBNC,0.9695324928865582
CHCO_CVBF,0.9692330097032695
LKQ_LSTR,0.969021002065677
CBSH_WTFC,0.9686407088145373
PFC_WTFC,0.9682886221106924
CBSH_HBCP,0.9682606655807091
BOKF_CBSH,0.9677867749149103
EBTC_NSIT,0.967302037390137
EXLS_LKQ,0.9672148611105699
FNLC_NSIT,0.9668446244494848
FNLC_LSTR,0.9659810026030445
HBNC_NSIT,0.9659024255740583
CHCO_CTAS,0.9653082498416639
CHCO_FNLC,0.9651482772251768
NEPH_PCRX,0.9642688774282037
FMNB_INTU,0.9637290932951146
LKQ_WNEB,0.9637127390367275
CTAS_WTFC,0.963704951332647
FNLC_IMKTA,0.9636635824411034
EBTC_WTFC,0.9630485058690266
IMKTA_LKQ,0.9629177565835375
CBSH_HBNC,0.9626447941289291
NVDA_PRFT,0.9625199531460622
FNLC_LKQ,0.9622555988026842
EXLS_IMKTA,0.9621789445860292
FNLC_WTFC,0.9620306365402221
FMNB_FNLC,0.9620112687921237
BRKL_PFC,0.9619871333413781
HBAN_UTSI,0.9619070206259323
ICFI_LOPE,0.9618506219602353
NSIT_TRST,0.9616718980909079
EBTC_FMNB,0.9610787636662494
LPLA_NVDA,0.9606784889893317
FNLC_GOOGL,0.9603297759985383
FNLC_NFLX,0.9601962240330467
CBSH_LSTR,0.9599275702805883
FBIZ_FELE,0.9597476175453222
BOKF_HBNC,0.959340127501205
GOOGL_IMKTA,0.9591186796524819
CVBF_HBNC,0.9583271209678071
BRKL_CBSH,0.9583190312179669
EXLS_FELE,0.9582093820343723
LSTR_NSIT,0.9581909749474421
CBSH_FNLC,0.9576606416792279
FELE_WNEB,0.9575239985061197
FMNB_NSIT,0.9574175782485655
CTAS_CVBF,0.9569510981902813
CVBF_PFC,0.9565748091361523
CHCO_NSIT,0.9565312131319508
MSFT_NFLX,0.9564362343316362
CBSH_CVBF,0.9562925672633995
LPLA_NSIT,0.9562488552469821
ICFI_TSBK,0.9558977745397134
LSTR_PGC,0.9558180406060688
CVBF_WTFC,0.9557598933622323
FELE_HBNC,0.9557536504818399
LOPE_OFLX,0.9555794388813521
BOSC_HBAN,0.9549931228014029
LPLA_TRST,0.9548919086705234
EBTC_PFC,0.9545286528160647
CBSH_NSIT,0.9540393279972806
EBTC_INTU,0.953979081250502
FNLC_HBNC,0.9533162699843986
FCCO_UTSI,0.9532048372865588
CTAS_NSIT,0.9530916465580178
LSTR_TRST,0.9528531752016506
HBNC_LSTR,0.9525301904544009
AUB_HBCP,0.9521867275774499
EBTC_GOOGL,0.952101586800861
AUB_HFWA,0.9517786419565452
LMAT_NTRS,0.9513289265758937
FITB_PFC,0.9508934724365987
OFLX_PFC,0.9506131103677831
FELE_LKQ,0.9502951182274458
OFLX_TSBK,0.9500409398052799
NVDA_TRST,0.9498632166911544
HBCP_WTFC,0.9497867082190214
TRST_WTFC,0.9496643353555925
CVBF_LPLA,0.9495946945812763
DORM_OFLX,0.9491808704618092
PGC_SBAC,0.9490941928351049
LOPE_NTRS,0.9490164760434623
LSTR_WTFC,0.9486797095590843
AOSL_CAR,0.9486722953096222
BOSC_FCCO,0.9485978560305391
CBSH_CTAS,0.9485288433779833
HSIC_PFC,0.9482109665702302
EBTC_TRST,0.9478602397722314
EBTC_HBCP,0.9474521446575758
BRKL_LSTR,0.9473319046723847
FITB_ICFI,0.947251076997826
CHCO_HBNC,0.9470115744199544
AUB_EBTC,0.9467075170272331
AUB_BRKL,0.9466917651220497
CVBF_TRST,0.9466630009430977
CIVB_TSBK,0.9465533150194249
CTAS_LOPE,0.9465343828451253
FNLC_WNEB,0.9464159609331556
CHCO_TRST,0.9461512077284572
CVBF_LOPE,0.9459683603626301
PCRX_UCBI,0.9456027632643816
FMNB_NFLX,0.945414393346348
NSIT_NVDA,0.9454068185423105
AOSL_ULH,0.945298762995196
EBTC_LSTR,0.9450015429825671
CTAS_INTU,0.9449451109919436
ICFI_NTRS,0.9448300421456424
EXLS_FNLC,0.9447565590261999
GOOGL_HBCP,0.9446727792379465
IMKTA_LSTR,0.9445038737253089
FELE_NSIT,0.9444356260452553
HAFC_UTSI,0.9444273562417634
CTAS_FMNB,0.9441128128887565
LSTR_NVDA,0.9440253486444407
EXLS_LSTR,0.9439979779748828
CTAS_PFC,0.9438123829442859
HAFC_HBAN,0.9437088804173892
CTAS_TRST,0.9431417630075104
LNT_LOPE,0.9429933225308276
NTRS_TSBK,0.9427935955498958
IMKTA_MSFT,0.9427509417751516
FNLC_HBCP,0.9427097446139351
IMKTA_NSIT,0.9424796917119238
EXLS_MSFT,0.9420008487094239
NTRS_WTFC,0.9417736192474332
BRKL_PGC,0.9416980758401797
AUB_CVBF,0.9415717884108897
HBNC_INTU,0.9414039061884147
